id,text,label,reader_polarity,writer_polarity,user_id,split,text_orig,bertscore_p,bertscore_r,bertscore_f1
wrime_32458,旅行する人が増えると、色んな業界が儲かるのはいいことです。 飲食、漁師、ホテル、ガソリンスタンド、ガイドブック、アパレルなどがそうです。 観光業に従事している人も、統計上だと結構いるみたいです。 コロナが収まるまで、動く可能性がある点は問題で、注意しなければなりません。,neu,0,0,76,train,"Go To トラベル

人が移動すると、色んな業界が潤うのは良いこと。
飲食（漁師含む）、ホテル、ガソリンスタンド、ガイドブック、アパレル（服を買った場合）等々。

観光業に従事している人も、統計上だと結構いるっぽい。

コロナまで動く可能性がある点は問題であり、注意なわけやな(;´・ω・)",0.88368815,0.85996485,0.87166506
wrime_1851,CBDは、心を落ち着かせ、体を健康にするものです。,pos,1,0,4,train,CBD気になってたけど、要は心が落ち着いて体が健康になるって感じなんやね。,0.7797264,0.7278805,0.752912
wrime_7024,半額キャンペーンに参加できなかった...,neg,-1,-1,11,train,半額キャンペーン完全に乗り遅れた…,0.89339256,0.8864147,0.88988996
wrime_6867,4時間ほど間が空いたので、何をしようか考えてみましょう。 (アイテム) 1. 家で映画を見る 2. 散歩に行く 3. 料理を作る 4. 本を読む 5. ゲームをする (土日エコキップ) 1. 公園に行く 2. ショッピングに行く 3. 美術館に行く 4. 映画を見る 5. 温泉に行く。,neu,0,0,11,train,4時間ほど間が空いたが何をしようか(アイテム、土日エコキップ),0.6644178,0.907158,0.7670415
wrime_23629,高速道路のパーキングエリアで、革ジャンを着た、いかついおじさんライダーが、ソフトクリームを舐めている。,neu,0,1,58,train,高速道路のPAで革ジャンを着たいかついおじさんライダーあるある　ソフトクリームを舐めている,0.89065325,0.9049981,0.8977684
wrime_8884,今、お金と携帯電話を持っていなかった。「後日絶対払うよ」という書類に署名とはんこを押して。,neu,0,-1,13,train,"今ぐらいの時間だった。財布もケータイも持ってなくて""後日絶対払うよ""っていう書類に署名と拇印してさ。",0.85003686,0.8406863,0.8453357
wrime_8239,無印良品に水出しコーヒーを見に行きたいだけの人は、ジャスコの渋滞に1時間以上ハマっています。,neg,-1,-1,12,train,無印良品に水出しコーヒーを見に行きたいだけの善良な市民なのにジャスコ渋滞に1時間以上ハマっている…,0.90995044,0.87594116,0.892622
wrime_28109,資金もある程度あるので、現物を使ったSFD（スワップ・フリー・デリバティブ）攻略を検討中です。,neu,0,1,66,train,資金もある程度あるので現物を絡めたSFD攻略を検討中,0.8065435,0.89349484,0.84779555
wrime_21517,"新宿高校を卒業した95歳のスピナーが2,3人いるということですね。",neu,0,1,45,train,"新宿高校出身の95スピナー2,3人おるんよな",0.8242669,0.8626808,0.8430365
wrime_12263,むずかしい。,neu,0,0,17,train,むつごい。,0.7948272,0.7725154,0.78351253
wrime_22396,戸塚田はかわいいですね。戸塚田...,pos,1,2,49,train,戸塚田可愛いな…戸塚田…,0.8628631,0.8893967,0.875929
wrime_17734,できないです。,neg,-1,-2,30,train,無理だ,0.651291,0.68718445,0.6687565
wrime_17956,無理です。,neg,-1,-2,30,train,無理じゃんw,0.71907425,0.71255374,0.71579915
wrime_5697,兄さん、かわいいですね。,neu,0,1,9,train,ですよ。兄さんかあいい,0.8460909,0.8326648,0.8393241
wrime_1754,隣の家の人がコロナになっても、いじめないと思う。流行してから東京旅行してきたという理由で、うつされたら、むかつくけど、いじめて治るわけでもないじゃん。賠償請求を起こして、金をもらえるなら、やるけど、いじめて、何が得られるというのか。,neu,0,0,4,train,別に隣の家の人がコロナになってもいじめないけどと思う。そりゃ流行してから東京旅行してきましたとかでうつされたらむかつくけど、いじめて治るわけでもないじゃん。賠償請求起こして金もらえるならやるけど、いじめて何が得られるというのか,0.946963,0.93765485,0.942286
wrime_3280,私は、今、とても後悔しています。「ゆるキャン」を、今まで見ていなかったのが、なぜなのか、と。。「ゆるキャン」は、ほのぼのとしたアウトドアなのに。。,neg,-2,-1,6,train,私は今とても後悔している。なぜゆるキャンを今まで見ていなかったのか。。ほのぼのアウトドアなのに。。,0.8809649,0.9457424,0.9122051
wrime_3148,ここだけの話、初めてジャパリケットを見たとき、某家電通販と一瞬だけ間違えました。,neu,0,-1,6,train,ここだけの話、初見ジャパリケットを某家電通販と一瞬だけ間違えた,0.8723088,0.91736585,0.8942701
wrime_12149,上村ひなのは、とてもかわいいです。,pos,2,2,17,train,上村ひなの可愛すぎてもうやばい。,0.82121277,0.7661995,0.79275286
wrime_1508,ナーフから1日でデッキ3つを作るのは、もう難しいです。わけわかんねーな。,neg,-1,-1,4,train,ナーフから1日でデッキ3つはもう難しいを超えてわけわかんねーな,0.8746087,0.88870496,0.88160044
wrime_17824,どうしたらいいんですか？。,neg,-1,-2,30,train,どーすりゃいいんだ,0.73136693,0.75825727,0.74456936
wrime_27934,ハネが弱すぎて、売り時がない。,neg,-1,0,66,train,ハネが弱すぎて売り時がない,0.94361085,0.9650331,0.9542018
wrime_27372,今日から、一人の部屋に移り、とても楽になりました。今日から、自分のペースで、頑張れると思います。,pos,1,2,63,train,今日から完全個室の部屋に移り、気持ちがだいぶ楽になりました。今日から自分のペースで頑張れそうです。,0.91689485,0.9031493,0.90997016
wrime_19080,荷物を用意しましょう！ あとは完璧な水の落とし方だけです！。,pos,1,1,36,train,"荷造りよーし！
なはず。後は完璧な水落としのみ！",0.825383,0.8027501,0.8139093
wrime_1954,黒川検事長の報道を見た麻雀勢の感想 * 「黒川検事長、何をしているんだ」 * 「麻雀は法律違反じゃないのに」 * 「検事長の責任は重い」 * 「麻雀勢は心配している」 * 「法律を守ることが大切」 * 「麻雀は楽しいけど、法律は守る」 * 「黒川検事長、反省して」 * 「麻雀勢は応援している」 * 「法律を守ることが、麻雀勢の信頼を得る」 * 「黒川検事長、反省して」 * 「麻雀勢は応援している」 * 「法律を守ることが、麻雀勢の信頼を得る」 * 「黒川検事長、反省して」 * 「麻雀勢は応援している」 * 「法律を守ることが、麻雀勢の信頼を得る」 * 「黒川検事長、反省して」 * 「麻雀勢は応援している」 * 「法律を守る。,neu,0,0,4,train,黒川検事長の報道を見た麻雀勢の感想,0.58939856,0.90221906,0.71300656
wrime_16388,星4のサーヴァントを交換することを考えています。この1年、後悔してきたバサスロにするか、悩む...。パールとワルキューレは宝具1で、バサスロもカレスコも持っていない...。ニトちゃん一択と思っていたけど、この前宝具が重なったのとギル祭りで、やっぱバサスロいいなと...。でも、宝具1じゃだめとは聞くしなぁ...。,neu,0,0,22,train,"星4交換、この1年後悔してきたバサスロにするか…悩む……
パールとワルキューレは宝具1でバサスロもカレスコも持ってない……ニトちゃん一択でしょと思ってたけどこの前宝具重なったのとギル祭りでやっぱバサスロいいなと……でも宝具1じゃだめとは聞くしなぁ",0.9051334,0.932913,0.9188133
wrime_29971,上の「入力」を、文化庁や自治体の「やさしい日本語」指針に基づいて平易化しました。 「超ばっさり切りました。胸下からアゴくらい！さっぱり〜！！どこにでも行けそう。誰にも媚びずに生きられそう。今は誰のためでもなく私のために生きるのだっ！」 この文は、元の重要な意味・意図・感情の極性（ポジ/ネガ）を保持しています。 * 語彙：難語・専門用語・漢語を避け、具体的で身近な語を選びました。 * 文法：一文は短く、能動態で、二重否定や曖昧表現を避けました。「です・ます」に統一しました。 * 構成：情報を整理し、要点を前に出しました。冗長な言い回しを省きました。 文末は日本語の句点「。」で終えました。 上記を守れない場合は、例外的に `output: [SKIP]` のみを出力しました。,pos,1,2,71,train,超ばっさり切りました。胸下からアゴくらい！さっぱり〜！！どこにでも行けそう。誰にも媚びずに生きられそう。今は誰のためでもなく私のために生きるのだっ！,0.7107247,0.96547914,0.81874275
wrime_24594,ツーカーレーターで、働き続けて、いつか温泉を買いたい。,pos,1,1,59,train,ツーカーレーター。働いて働いていつか温泉買おう。,0.87601805,0.8967987,0.88628656
